# wall_epoch time rank loops bip2 bip3 fires ones nofires graph_nodes nhot fra_hot pending_actions graph_edges local_pending incoming_pending outgoing_pending global_physical_msgs nTickSend nFullSend
1777656211 0.500000 2 0 35850 12373 10865 638 870 7613 91 91 90 7790 41 90 54 2142 2125 17
1777656211 0.533333 2 0 36000 12393 10885 638 870 7846 1151 1151 1150 7850 0 1150 13 2155 2138 17
1777656211 0.533333 2 0 36150 12441 10933 638 870 7857 1001 1001 1000 7877 34 1000 42 2169 2152 17
1777656211 0.533333 2 0 36300 12494 10966 646 882 7863 851 851 850 7914 62 850 72 2182 2165 17
1777656211 0.533333 2 0 36450 12549 11005 650 894 7870 701 701 700 7956 93 700 115 2196 2179 17
1777656211 0.533333 2 0 36600 12622 11078 650 894 7886 551 551 550 7955 152 550 164 2209 2191 18
1777656211 0.533333 2 0 36750 12661 11117 650 894 7893 401 401 400 7989 190 400 190 2221 2203 18
1777656211 0.533333 2 0 36900 12697 11153 650 894 7950 451 451 450 8030 18 450 35 2233 2215 18
1777656211 0.533333 2 0 37050 12734 11190 650 894 7970 330 330 329 8078 9 329 27 2247 2229 18
1777656211 0.533333 2 0 37200 12762 11218 650 894 7969 180 180 179 8127 38 179 52 2257 2239 18
1777656211 0.533333 2 0 37350 12829 11269 654 906 7970 30 30 29 8171 105 29 131 2267 2249 18
1777656211 0.533333 2 0 37500 12873 11309 658 906 8091 483 483 482 8201 41 482 75 2278 2260 18
1777656211 0.533333 2 0 37650 12906 11342 658 906 8098 333 333 332 8260 63 332 72 2289 2270 19
1777656211 0.533333 2 0 37800 12957 11377 662 918 8100 183 183 182 8302 91 182 99 2301 2282 19
1777656211 0.533333 2 0 37950 12979 11395 666 918 8101 33 33 32 8373 104 32 110 2310 2291 19
1777656211 0.566667 2 0 38100 13039 11455 666 918 8450 1422 1422 1421 8379 67 1421 77 2324 2305 19
1777656211 0.566667 2 0 38250 13073 11489 666 918 8453 1272 1272 1271 8424 85 1271 89 2336 2317 19
1777656211 0.566667 2 0 38400 13128 11544 666 918 8453 1122 1122 1121 8459 134 1121 143 2349 2330 19
1777656211 0.566667 2 0 38550 13184 11600 666 918 8455 972 972 971 8492 191 971 224 2362 2343 19
1777656211 0.566667 2 0 38700 13217 11633 666 918 8507 1022 1022 1021 8551 8 1021 18 2377 2358 19
1777656211 0.566667 2 0 38850 13241 11657 666 918 8506 872 872 871 8609 16 871 39 2389 2370 19
1777656211 0.566667 2 0 39000 13306 11722 666 918 8522 794 794 793 8626 12 793 20 2407 2388 19
